model,fold,precision,recall
ir_revised,1,0.39815848214285715,1.0
ir_revised,1,0.3982696064750209,1.0
ir_revised,1,0.39838079285315464,1.0
ir_revised,1,0.39849204132923766,1.0
ir_revised,1,0.3986033519553073,1.0
ir_revised,1,0.3984353171276893,0.9992992291520673
ir_revised,1,0.3985466741196199,0.9992992291520673
ir_revised,1,0.39865809337433605,0.9992992291520673
ir_revised,1,0.3987695749440716,0.9992992291520673
ir_revised,1,0.3988811188811189,0.9992992291520673
ir_revised,1,0.39899272523782875,0.9992992291520673
ir_revised,1,0.3991043940666107,0.9992992291520673
ir_revised,1,0.3992161254199328,0.9992992291520673
ir_revised,1,0.399327919350322,0.9992992291520673
ir_revised,1,0.39943977591036417,0.9992992291520673
ir_revised,1,0.39955169515270383,0.9992992291520673
ir_revised,1,0.39966367713004486,0.9992992291520673
ir_revised,1,0.39977572189515,0.9992992291520673
ir_revised,1,0.3998878295008413,0.9992992291520673
ir_revised,1,0.4,0.9992992291520673
ir_revised,1,0.4001122334455668,0.9992992291520673
ir_revised,1,0.4002245298905417,0.9992992291520673
ir_revised,1,0.4003368893879843,0.9992992291520673
ir_revised,1,0.40044931199101375,0.9992992291520673
ir_revised,1,0.400561797752809,0.9992992291520673
ir_revised,1,0.4006743467266086,0.9992992291520673
ir_revised,1,0.4007869589657111,0.9992992291520673
ir_revised,1,0.4008996345234748,0.9992992291520673
ir_revised,1,0.40101237345331836,0.9992992291520673
ir_revised,1,0.4011251758087201,0.9992992291520673
ir_revised,1,0.4012380416432189,0.9992992291520673
ir_revised,1,0.4013509710104137,0.9992992291520673
ir_revised,1,0.40146396396396394,0.9992992291520673
ir_revised,1,0.4015770205575894,0.9992992291520673
ir_revised,1,0.40169014084507043,0.9992992291520673
ir_revised,1,0.40180332488024795,0.9992992291520673
ir_revised,1,0.4019165727170237,0.9992992291520673
ir_revised,1,0.40202988440936005,0.9992992291520673
ir_revised,1,0.4021432600112803,0.9992992291520673
ir_revised,1,0.4022566995768688,0.9992992291520673
ir_revised,1,0.4023702031602709,0.9992992291520673
ir_revised,1,0.4024837708156929,0.9992992291520673
ir_revised,1,0.4025974025974026,0.9992992291520673
ir_revised,1,0.40271109855972886,0.9992992291520673
ir_revised,1,0.40282485875706214,0.9992992291520673
ir_revised,1,0.4029386832438542,0.9992992291520673
ir_revised,1,0.4030525720746184,0.9992992291520673
ir_revised,1,0.4031665253039299,0.9992992291520673
ir_revised,1,0.40328054298642535,0.9992992291520673
ir_revised,1,0.4033946251768034,0.9992992291520673
ir_revised,1,0.40350877192982454,0.9992992291520673
ir_revised,1,0.4036229833003114,0.9992992291520673
ir_revised,1,0.40373725934314836,0.9992992291520673
ir_revised,1,0.40385160011328236,0.9992992291520673
ir_revised,1,0.4039660056657224,0.9992992291520673
ir_revised,1,0.4040804760555398,0.9992992291520673
ir_revised,1,0.4041950113378685,0.9992992291520673
ir_revised,1,0.40430961156790474,0.9992992291520673
ir_revised,1,0.40442427680090753,0.9992992291520673
ir_revised,1,0.4045390070921986,0.9992992291520673
ir_revised,1,0.4046538024971623,0.9992992291520673
ir_revised,1,0.4047686630712461,0.9992992291520673
ir_revised,1,0.40488358886996023,0.9992992291520673
ir_revised,1,0.40499857994887817,0.9992992291520673
ir_revised,1,0.40511363636363634,0.9992992291520673
ir_revised,1,0.40522875816993464,0.9992992291520673
ir_revised,1,0.4053439454235361,0.9992992291520673
ir_revised,1,0.40545919818026727,0.9992992291520673
ir_revised,1,0.4055745164960182,0.9992992291520673
ir_revised,1,0.4056899004267425,0.9992992291520673
ir_revised,1,0.4058053500284576,0.9992992291520673
ir_revised,1,0.40592086535724453,0.9992992291520673
ir_revised,1,0.4060364464692483,0.9992992291520673
ir_revised,1,0.4061520934206779,0.9992992291520673
ir_revised,1,0.4062678062678063,0.9992992291520673
ir_revised,1,0.40638358506697064,0.9992992291520673
ir_revised,1,0.4064994298745724,0.9992992291520673
ir_revised,1,0.40633019674935844,0.9985984583041345
ir_revised,1,0.4064460924130063,0.9985984583041345
ir_revised,1,0.4065620542082739,0.9985984583041345
ir_revised,1,0.4066780821917808,0.9985984583041345
ir_revised,1,0.40679417642021126,0.9985984583041345
ir_revised,1,0.4069103369503141,0.9985984583041345
ir_revised,1,0.4070265638389032,0.9985984583041345
ir_revised,1,0.40714285714285714,0.9985984583041345
ir_revised,1,0.40725921691911976,0.9985984583041345
ir_revised,1,0.4073756432246998,0.9985984583041345
ir_revised,1,0.40749213611667146,0.9985984583041345
ir_revised,1,0.4076086956521739,0.9985984583041345
ir_revised,1,0.40772532188841204,0.9985984583041345
ir_revised,1,0.407842014882656,0.9985984583041345
ir_revised,1,0.4079587746922416,0.9985984583041345
ir_revised,1,0.40807560137457044,0.9985984583041345
ir_revised,1,0.4081924949871097,0.9985984583041345
ir_revised,1,0.40830945558739257,0.9985984583041345
ir_revised,1,0.40842648323301806,0.9985984583041345
ir_revised,1,0.40854357798165136,0.9985984583041345
ir_revised,1,0.4086607398910238,0.9985984583041345
ir_revised,1,0.4087779690189329,0.9985984583041345
ir_revised,1,0.40860832137733144,0.9978976874562018
ir_revised,1,0.4087256027554535,0.9978976874562018
ir_revised,1,0.4088429514786104,0.9978976874562018
ir_revised,1,0.4089603676048248,0.9978976874562018
ir_revised,1,0.40907785119218615,0.9978976874562018
ir_revised,1,0.4091954022988506,0.9978976874562018
ir_revised,1,0.4093130209830411,0.9978976874562018
ir_revised,1,0.4094307073030477,0.9978976874562018
ir_revised,1,0.4095484613172275,0.9978976874562018
ir_revised,1,0.4096662830840046,0.9978976874562018
ir_revised,1,0.4097841726618705,0.9978976874562018
ir_revised,1,0.409902130109384,0.9978976874562018
ir_revised,1,0.41002015548517134,0.9978976874562018
ir_revised,1,0.41013824884792627,0.9978976874562018
ir_revised,1,0.41025641025641024,0.9978976874562018
ir_revised,1,0.41037463976945243,0.9978976874562018
ir_revised,1,0.41049293744594983,0.9978976874562018
ir_revised,1,0.41061130334486734,0.9978976874562018
ir_revised,1,0.41072973752523795,0.9978976874562018
ir_revised,1,0.4108482400461627,0.9978976874562018
ir_revised,1,0.410966810966811,0.9978976874562018
ir_revised,1,0.4110854503464203,0.9978976874562018
ir_revised,1,0.41120415824429685,0.9978976874562018
ir_revised,1,0.4113229347198151,0.9978976874562018
ir_revised,1,0.41144177983241836,0.9978976874562018
ir_revised,1,0.4115606936416185,0.9978976874562018
ir_revised,1,0.41167967620699625,0.9978976874562018
ir_revised,1,0.4117987275882013,0.9978976874562018
ir_revised,1,0.4119178478449523,0.9978976874562018
ir_revised,1,0.41203703703703703,0.9978976874562018
ir_revised,1,0.4121562952243126,0.9978976874562018
ir_revised,1,0.4122756224667053,0.9978976874562018
ir_revised,1,0.4123950188242108,0.9978976874562018
ir_revised,1,0.41251448435689453,0.9978976874562018
ir_revised,1,0.41263401912489134,0.9978976874562018
ir_revised,1,0.4127536231884058,0.9978976874562018
ir_revised,1,0.4128732966077124,0.9978976874562018
ir_revised,1,0.41299303944315546,0.9978976874562018
ir_revised,1,0.4131128517551494,0.9978976874562018
ir_revised,1,0.4132327336041788,0.9978976874562018
ir_revised,1,0.41335268505079825,0.9978976874562018
ir_revised,1,0.413472706155633,0.9978976874562018
ir_revised,1,0.41359279697937845,0.9978976874562018
ir_revised,1,0.4137129575828007,0.9978976874562018
ir_revised,1,0.4138331880267364,0.9978976874562018
ir_revised,1,0.413953488372093,0.9978976874562018
ir_revised,1,0.4140738586798488,0.9978976874562018
ir_revised,1,0.4141942990110529,0.9978976874562018
ir_revised,1,0.41431480942682575,0.9978976874562018
ir_revised,1,0.4141443538998836,0.9971969166082691
ir_revised,1,0.41426491994177583,0.9971969166082691
ir_revised,1,0.4143855562026791,0.9971969166082691
ir_revised,1,0.41421497232741045,0.9964961457603364
ir_revised,1,0.4143356643356643,0.9964961457603364
ir_revised,1,0.41445642669775573,0.9964961457603364
ir_revised,1,0.4145772594752187,0.9964961457603364
ir_revised,1,0.4146981627296588,0.9964961457603364
ir_revised,1,0.4148191365227538,0.9964961457603364
ir_revised,1,0.4149401809162533,0.9964961457603364
ir_revised,1,0.415061295971979,0.9964961457603364
ir_revised,1,0.4151824817518248,0.9964961457603364
ir_revised,1,0.415303738317757,0.9964961457603364
ir_revised,1,0.4154250657318142,0.9964961457603364
ir_revised,1,0.4155464640561075,0.9964961457603364
ir_revised,1,0.4156679333528208,0.9964961457603364
ir_revised,1,0.41578947368421054,0.9964961457603364
ir_revised,1,0.41591108511260605,0.9964961457603364
ir_revised,1,0.4160327677004096,0.9964961457603364
ir_revised,1,0.4161545215100966,0.9964961457603364
ir_revised,1,0.4162763466042155,0.9964961457603364
ir_revised,1,0.416398243045388,0.9964961457603364
ir_revised,1,0.4165202108963093,0.9964961457603364
ir_revised,1,0.4163492528567243,0.9957953749124037
ir_revised,1,0.4164712778429074,0.9957953749124037
ir_revised,1,0.41659337437701555,0.9957953749124037
ir_revised,1,0.4167155425219941,0.9957953749124037
ir_revised,1,0.41683778234086244,0.9957953749124037
ir_revised,1,0.4169600938967136,0.9957953749124037
ir_revised,1,0.417082477252715,0.9957953749124037
ir_revised,1,0.41720493247210805,0.9957953749124037
ir_revised,1,0.4173274596182085,0.9957953749124037
ir_revised,1,0.4174500587544066,0.9957953749124037
ir_revised,1,0.4175727299441669,0.9957953749124037
