model,fold,tpr,fpr
IR,5,0.42987377279102384,0.03985171455050973
IR,5,0.43548387096774194,0.03985171455050973
IR,5,0.43548387096774194,0.04031510658016682
IR,5,0.43899018232819076,0.04031510658016682
IR,5,0.43899018232819076,0.041241890639481
IR,5,0.44109396914446003,0.041241890639481
IR,5,0.44109396914446003,0.04170528266913809
IR,5,0.4424964936886395,0.04170528266913809
IR,5,0.4424964936886395,0.04216867469879518
IR,5,0.4438990182328191,0.04216867469879518
IR,5,0.4438990182328191,0.042632066728452274
IR,5,0.44460028050490885,0.042632066728452274
IR,5,0.44460028050490885,0.04309545875810936
IR,5,0.44600280504908835,0.04309545875810936
IR,5,0.44600280504908835,0.04355885078776645
IR,5,0.4474053295932679,0.04355885078776645
IR,5,0.4474053295932679,0.04402224281742354
IR,5,0.45161290322580644,0.04402224281742354
IR,5,0.45161290322580644,0.04448563484708063
IR,5,0.4537166900420757,0.04448563484708063
IR,5,0.4537166900420757,0.04494902687673772
IR,5,0.4544179523141655,0.04494902687673772
IR,5,0.4544179523141655,0.04633920296570899
IR,5,0.45511921458625526,0.04633920296570899
IR,5,0.45511921458625526,0.04680259499536608
IR,5,0.45652173913043476,0.04680259499536608
IR,5,0.45652173913043476,0.047265987025023166
IR,5,0.4586255259467041,0.047265987025023166
IR,5,0.4586255259467041,0.04772937905468026
IR,5,0.4649368863955119,0.04772937905468026
IR,5,0.4649368863955119,0.04819277108433735
IR,5,0.4670406732117812,0.04819277108433735
IR,5,0.4670406732117812,0.04865616311399444
IR,5,0.4726507713884993,0.04865616311399444
IR,5,0.4726507713884993,0.05004633920296571
IR,5,0.47335203366058903,0.05004633920296571
IR,5,0.47335203366058903,0.0505097312326228
IR,5,0.4740532959326788,0.0505097312326228
IR,5,0.4740532959326788,0.052363299351251155
IR,5,0.4747545582047686,0.052363299351251155
IR,5,0.4747545582047686,0.05282669138090825
IR,5,0.47685834502103785,0.05282669138090825
IR,5,0.47685834502103785,0.05329008341056534
IR,5,0.48106591865357645,0.05329008341056534
IR,5,0.48106591865357645,0.05375347544022243
IR,5,0.4838709677419355,0.05375347544022243
IR,5,0.4838709677419355,0.05421686746987952
IR,5,0.48597475455820477,0.05421686746987952
