bin,coverage,motif,group,region
95,0.008097165991902834,G4_3t_short,Spliced,core
96,0.008573469873779471,G4_3t_short,Spliced,core
97,0.006787330316742082,G4_3t_short,Spliced,core
98,0.0057156465825196475,G4_3t_short,Spliced,core
99,0.0057156465825196475,G4_3t_short,Spliced,core
100,0.006549178375803763,G4_3t_short,Spliced,core
101,0.006191950464396285,G4_3t_short,Spliced,core
102,0.0053584186711121695,G4_3t_short,Spliced,core
103,0.006191950464396285,G4_3t_short,Spliced,core
104,0.005953798523457966,G4_3t_short,Spliced,core
105,0.004882114789235532,G4_3t_short,Spliced,core
106,0.0057156465825196475,G4_3t_short,Spliced,core
107,0.006311026434865444,G4_3t_short,Spliced,core
108,0.00523934270064301,G4_3t_short,Spliced,core
109,0.005477494641581329,G4_3t_short,Spliced,core
110,0.006668254346272922,G4_3t_short,Spliced,core
111,0.0053584186711121695,G4_3t_short,Spliced,core
112,0.0053584186711121695,G4_3t_short,Spliced,core
113,0.004167658966420577,G4_3t_short,Spliced,core
114,0.003929507025482257,G4_3t_short,Spliced,core
115,0.003929507025482257,G4_3t_short,Spliced,core
116,0.004048582995951417,G4_3t_short,Spliced,core
117,0.004763038818766373,G4_3t_short,Spliced,core
118,0.0050011907597046915,G4_3t_short,Spliced,core
119,0.0038104310550130982,G4_3t_short,Spliced,core
120,0.0009526077637532746,G4_3t_short,Spliced,right
121,0.0009526077637532746,G4_3t_short,Spliced,right
122,0.0009526077637532746,G4_3t_short,Spliced,right
123,0.0014289116456299119,G4_3t_short,Spliced,right
124,0.0014289116456299119,G4_3t_short,Spliced,right
125,0.0014289116456299119,G4_3t_short,Spliced,right
126,0.00178613955703739,G4_3t_short,Spliced,right
127,0.0020242914979757085,G4_3t_short,Spliced,right
128,0.0020242914979757085,G4_3t_short,Spliced,right
129,0.0019052155275065491,G4_3t_short,Spliced,right
130,0.0019052155275065491,G4_3t_short,Spliced,right
131,0.0019052155275065491,G4_3t_short,Spliced,right
132,0.0014289116456299119,G4_3t_short,Spliced,right
133,0.0014289116456299119,G4_3t_short,Spliced,right
134,0.0011907597046915933,G4_3t_short,Spliced,right
135,0.0011907597046915933,G4_3t_short,Spliced,right
136,0.0009526077637532746,G4_3t_short,Spliced,right
137,0.0009526077637532746,G4_3t_short,Spliced,right
138,0.0009526077637532746,G4_3t_short,Spliced,right
139,0.0005953798523457966,G4_3t_short,Spliced,right
