class_hls,delta
LL-RIs,406.7513937719747
LL-RIs,383.5463907418145
LL-RIs,410.8731297097307
LL-RIs,386.43434152596615
LL-RIs,381.73068701067245
LL-RIs,450.72811220691386
LL-RIs,388.75723838423346
LL-RIs,375.80514334746096
LL-RIs,388.3186084079744
LL-RIs,410.34980843995515
LL-RIs,410.8392506716121
LL-RIs,397.9756172690925
LL-RIs,415.3487883504848
LL-RIs,426.55311078616444
LL-RIs,377.64381498455936
LL-RIs,369.25747445641986
LL-RIs,453.1779738663164
LL-RIs,393.56233669952314
LL-RIs,388.0002164342982
LL-RIs,380.8737763915725
LL-RIs,376.07770273612385
LL-RIs,420.27631518445986
LL-RIs,395.9239605661623
LL-RIs,404.8615872711432
LL-RIs,340.47872528560964
LL-RIs,394.49144892076447
LL-RIs,394.45747721015454
LL-RIs,391.80327204735596
LL-RIs,401.7936304085035
LL-RIs,392.80487760823735
LL-RIs,378.1636747756526
LL-RIs,349.973685389693
LL-RIs,392.6010131214609
LL-RIs,388.95687714770935
LL-RIs,385.9857355946885
LL-RIs,435.6221272285652
LL-RIs,462.98284479852657
LL-RIs,379.91924860210656
LL-RIs,409.8978055377588
LL-RIs,383.63297309327004
LL-RIs,379.2259138134391
LL-RIs,383.1141427691562
LL-RIs,399.6572863774407
LL-RIs,373.8001018968204
LL-RIs,405.85846623818014
LL-RIs,393.52934108096713
LL-RIs,394.7504707303573
LL-RIs,401.4157935106274
LL-RIs,395.4870580931276
LL-RIs,419.3772704580754
LL-RIs,383.690980720027
LL-RIs,386.8847814513513
LL-RIs,437.1602147744411
LL-RIs,414.11455712169175
LL-RIs,376.55663920944824
LL-RIs,399.44636420538524
LL-RIs,403.46556154011506
LL-RIs,419.44771872098664
LL-RIs,411.3424173376875
LL-RIs,379.5477202327201
LL-RIs,407.96581001609167
LL-RIs,377.1466852419945
LL-RIs,362.6895485350088
LL-RIs,391.86751284187216
LL-RIs,394.5136418192443
LL-RIs,385.61453278439586
LL-RIs,390.0926258917491
LL-RIs,400.25597170438533
LL-RIs,384.46641666582946
LL-RIs,415.27077617815064
LL-RIs,365.6988488130719
LL-RIs,416.8799099103112
LL-RIs,410.25126413641465
LL-RIs,457.3919186390297
LL-RIs,369.2725143949775
LL-RIs,409.04330419955016
LL-RIs,458.54985456833583
LL-RIs,386.0745478367745
LL-RIs,413.467688651352
LL-RIs,404.08036327218264
LL-RIs,424.4006595889768
LL-RIs,383.9372604355462
LL-RIs,420.06376893701866
LL-RIs,369.52371803391014
LL-RIs,423.7323748645959
LL-RIs,422.0132752736493
LL-RIs,383.1962843512685
LL-RIs,431.92563372479367
LL-RIs,409.3996201992126
LL-RIs,411.16008902794164
LL-RIs,353.1435676368874
LL-RIs,427.91086687280887
LL-RIs,404.17701313520627
LL-RIs,421.85931133790535
LL-RIs,381.62935254218246
LL-RIs,453.02104151358657
LL-RIs,378.32128181347093
LL-RIs,420.53469819412794
LL-RIs,383.59068086451344
LL-RIs,414.6052869981062
LL-RIs,400.51150196401477
LL-RIs,415.42558238775763
LL-RIs,384.0274743034782
LL-RIs,380.06495154737695
LL-RIs,392.2554226737921
LL-RIs,384.0587693087946
LL-RIs,421.4809693576387
LL-RIs,422.30716185003405
LL-RIs,377.47806671981766
LL-RIs,433.90741878274974
LL-RIs,406.25401680007445
LL-RIs,435.7442549431265
LL-RIs,385.6816619834358
LL-RIs,413.21241721926515
LL-RIs,427.6738922159119
LL-RIs,402.7677752728872
LL-RIs,395.0080779520402
LL-RIs,391.9349325620528
LL-RIs,424.23051849861736
LL-RIs,398.02113538646154
LL-RIs,391.34230985927456
LL-RIs,381.46490004456643
LL-RIs,412.0255015037999
LL-RIs,422.98323017699033
LL-RIs,387.5113665134878
LL-RIs,385.2481494722459
LL-RIs,414.189571423771
LL-RIs,401.7849569421977
LL-RIs,416.24351637472165
LL-RIs,394.98004112304994
LL-RIs,381.62284698375026
LL-RIs,412.0122585814069
LL-RIs,411.22656986554273
LL-RIs,380.581400404281
LL-RIs,396.14133677869836
LL-RIs,413.7323873516081
LL-RIs,451.4507482775193
LL-RIs,343.72814752182455
LL-RIs,415.6549584801645
LL-RIs,382.5638026138793
LL-RIs,436.26376201928275
LL-RIs,398.7579833984357
LL-RIs,414.9215933456035
LL-RIs,365.53977637256395
LL-RIs,394.41434195052807
LL-RIs,430.504189781166
LL-RIs,416.71770624293936
LL-RIs,406.06797646765926
LL-RIs,365.82055859114394
LL-RIs,408.0170065341628
LL-RIs,424.1415350424039
LL-RIs,417.3430755104881
LL-RIs,411.70651047339356
LL-RIs,431.79419873142456
LL-RIs,403.7466259672936
LL-RIs,401.3633921517996
LL-RIs,385.9496447570547
LL-RIs,385.69962562341584
LL-RIs,389.39303415854476
LL-RIs,411.7452942833123
LL-RIs,407.9110854649045
LL-RIs,423.99725019900546
LL-RIs,436.31546352526686
LL-RIs,366.93800334863823
LL-RIs,395.5711206009832
LL-RIs,401.37592990180184
LL-RIs,391.14423454572676
LL-RIs,403.6186156679444
LL-RIs,398.68992422609597
LL-RIs,428.95240782341307
LL-RIs,422.36842600329504
LL-RIs,389.43738732857935
LL-RIs,406.4728307201786
LL-RIs,434.91794412637455
LL-RIs,413.72646985295614
LL-RIs,385.4788526013638
LL-RIs,443.8247409653996
LL-RIs,423.6961102591757
LL-RIs,390.3477960545155
LL-RIs,420.4450436935537
LL-RIs,396.9697808425422
LL-RIs,411.1928318134228
LL-RIs,407.35259883900153
LL-RIs,425.597855884313
LL-RIs,366.8126582018962
LL-RIs,379.8514922215591
LL-RIs,428.80606438041855
LL-RIs,370.713078774649
LL-RIs,403.9352925701396
LL-RIs,406.8783681055294
LL-RIs,379.1087655020987
LL-RIs,403.1972739962726
LL-RIs,433.1779596112855
LL-RIs,395.45303808654165
LL-RIs,388.25432667464423
LL-RIs,356.9916051623425
LL-RIs,385.066378461291
LL-RIs,390.43350051184933
LL-RIs,354.21516553974686
LL-RIs,414.77394083752927
LL-RIs,444.21040580306857
LL-RIs,413.115397819513
LL-RIs,409.09220576533
LL-RIs,440.204556946322
LL-RIs,411.0236094809905
LL-RIs,413.95104612647026
LL-RIs,454.9835386040707
LL-RIs,410.4848733836387
LL-RIs,395.8203284573637
LL-RIs,428.11702399409836
LL-RIs,384.7044460966509
LL-RIs,398.604050887707
LL-RIs,380.9085161225921
LL-RIs,360.9458462049315
LL-RIs,408.8178302140645
LL-RIs,401.9804813535766
LL-RIs,392.59688419949333
LL-RIs,409.180610046291
LL-RIs,382.55245182786547
LL-RIs,394.20179116973185
LL-RIs,428.225700230169
LL-RIs,390.75183048639326
LL-RIs,379.3220821957356
LL-RIs,374.9240298741321
LL-RIs,393.35413627343075
LL-RIs,427.20706781670725
LL-RIs,432.42576742206074
LL-RIs,405.35256812430356
LL-RIs,399.13433525935346
LL-RIs,426.1971199629495
LL-RIs,391.8854429361867
LL-RIs,348.0788078251692
LL-RIs,382.2778127856856
LL-RIs,406.175716638557
LL-RIs,382.39614089421
LL-RIs,392.39024256693546
LL-RIs,440.55955494688936
LL-RIs,381.4883970022946
LL-RIs,400.2257253831242
LL-RIs,416.3125238643316
LL-RIs,362.3670396128521
LL-RIs,405.1201576519572
LL-RIs,399.89968048619806
LL-RIs,410.9214865823356
LL-RIs,395.7880062383977
LL-RIs,426.78351878599705
LL-RIs,395.1918288608044
LL-RIs,383.8138521602082
LL-RIs,431.1214379787236
LL-RIs,378.91632790846853
LL-RIs,377.22866021514545
LL-RIs,388.4844200798406
LL-RIs,392.1452224957589
LL-RIs,390.7707489590655
LL-RIs,390.5051412689925
LL-RIs,411.1012297846587
LL-RIs,403.6298376538254
LL-RIs,414.25270391147586
LL-RIs,410.1713321831273
LL-RIs,388.55701163933054
LL-RIs,412.9554812313322
LL-RIs,419.25003751628407
LL-RIs,418.49122895106694
LL-RIs,380.37905895762015
LL-RIs,411.807046319131
LL-RIs,374.9165327010037
LL-RIs,376.43064694472963
LL-RIs,410.2444866342894
LL-RIs,407.01911456032224
LL-RIs,392.9241536107659
LL-RIs,424.5580466483565
LL-RIs,408.86388855750755
LL-RIs,390.6629673188019
LL-RIs,393.3181316119512
LL-RIs,432.2194007717366
LL-RIs,422.51152207055475
LL-RIs,370.376971512299
LL-RIs,402.97967510737664
LL-RIs,400.2640044862783
LL-RIs,382.97638612804576
LL-RIs,425.5574104003264
LL-RIs,405.2027389815359
LL-RIs,375.46345253749524
LL-RIs,431.37637818110255
LL-RIs,390.4647980633177
LL-RIs,395.23356250188556
LL-RIs,409.8105128418693
LL-RIs,376.59974576140485
LL-RIs,366.8714248505974
LL-RIs,408.6495690163571
LL-RIs,393.8250137326793
LL-RIs,414.37309185415273
LL-RIs,440.08567776460285
LL-RIs,403.38536630657006
LL-RIs,417.0942855640363
LL-RIs,392.41799035224267
LL-RIs,413.6061156110814
LL-RIs,392.76252834858826
LL-RIs,430.484135837139
LL-RIs,407.7845546902824
LL-RIs,382.87562311344305
LL-RIs,411.97268157667435
LL-RIs,400.0259581654328
LL-RIs,430.7211840241696
LL-RIs,443.7654712003168
LL-RIs,414.75087475730663
LL-RIs,418.25315963450817
LL-RIs,426.96971846435605
LL-RIs,388.14851474682865
LL-RIs,401.15496015423446
LL-RIs,405.66730598983037
LL-RIs,433.7226387107344
LL-RIs,433.07566283311337
LL-RIs,392.8084510413079
LL-RIs,377.3283878251654
LL-RIs,409.10995310510714
LL-RIs,433.37373064751426
LL-RIs,411.05909612221046
LL-RIs,394.59605108246075
LL-RIs,427.2433328668813
LL-RIs,380.6736674632507
LL-RIs,405.6188557967745
LL-RIs,379.87216285737856
LL-RIs,398.92638771254263
LL-RIs,404.73512671829945
LL-RIs,402.227312706374
LL-RIs,404.5598646991885
LL-RIs,372.34373303215483
LL-RIs,381.436209221565
LL-RIs,391.23823718998386
LL-RIs,404.95242529843847
LL-RIs,417.4790190709207
LL-RIs,418.8865934740265
LL-RIs,373.4578990521048
LL-RIs,403.6464020343671
LL-RIs,359.7491994118297
LL-RIs,404.86648505803146
LL-RIs,396.2458463259646
LL-RIs,428.41856771868623
LL-RIs,376.76569784010275
LL-RIs,401.9281619197806
LL-RIs,416.05222770178807
LL-RIs,377.7377107262598
LL-RIs,429.76970654737755
LL-RIs,354.19758327632655
LL-RIs,414.62455363358055
LL-RIs,450.139760869904
LL-RIs,422.578381503912
LL-RIs,375.4305568611087
LL-RIs,416.2824050777544
LL-RIs,412.2705732623363
LL-RIs,384.6057526827925
LL-RIs,378.7075472285515
LL-RIs,463.2899399207684
LL-RIs,427.8096697888326
LL-RIs,371.3016737361484
LL-RIs,373.26002799175626
LL-RIs,404.7061865461027
LL-RIs,392.1178401103386
LL-RIs,415.83704326745175
LL-RIs,427.5536068941096
LL-RIs,431.0557284764199
LL-RIs,429.66290900684567
LL-RIs,400.6529211483021
LL-RIs,408.69611912280976
LL-RIs,440.1822136578418
LL-RIs,406.14941210631895
LL-RIs,403.32165637727024
LL-RIs,424.0521125463694
LL-RIs,389.38562241545407
LL-RIs,396.19599009899787
LL-RIs,385.09726142425893
LL-RIs,401.7504554306035
LL-RIs,416.0918655587996
LL-RIs,415.80138575739403
LL-RIs,419.1261642710525
LL-RIs,372.23924415853804
LL-RIs,416.8584403093025
LL-RIs,398.30525862836265
LL-RIs,416.80184272524644
LL-RIs,382.3108238061468
LL-RIs,397.79670809739497
LL-RIs,413.62763176093665
LL-RIs,396.63238669564913
LL-RIs,405.47592215219544
LL-RIs,404.91129868386776
LL-RIs,408.734012069485
LL-RIs,449.59523706732006
LL-RIs,417.1553600264368
LL-RIs,409.612089466842
LL-RIs,395.4430857117526
LL-RIs,384.40922225359054
LL-RIs,393.12912877748806
LL-RIs,390.29223731287146
LL-RIs,403.31156063692885
LL-RIs,381.29750654193026
LL-RIs,377.09735156126345
LL-RIs,378.5390283874819
LL-RIs,386.22963396781427
LL-RIs,431.33153496534203
LL-RIs,424.1049423065035
LL-RIs,420.8621391954548
LL-RIs,429.0735937381697
LL-RIs,426.4339868865998
LL-RIs,389.88433355617445
LL-RIs,420.8946003969226
LL-RIs,422.05444673590733
LL-RIs,430.24571956894056
LL-RIs,364.1808725430453
LL-RIs,374.7320661302611
LL-RIs,392.3823611117293
LL-RIs,377.96116532795486
LL-RIs,404.2303039848054
LL-RIs,405.28694761459195
LL-RIs,440.2803870509375
LL-RIs,401.3203426279215
LL-RIs,404.3963102125183
LL-RIs,396.36240210802384
LL-RIs,411.69458447174634
LL-RIs,404.27764644485177
LL-RIs,371.853029840346
LL-RIs,421.56045847076183
LL-RIs,430.92358327992133
LL-RIs,408.44581376742104
LL-RIs,459.316750077458
LL-RIs,421.4931264090389
LL-RIs,378.8332663959074
LL-RIs,399.6422172210168
LL-RIs,393.8815951331434
LL-RIs,401.3231931058764
LL-RIs,407.2710440251619
LL-RIs,391.6761212389044
LL-RIs,367.40021053952955
LL-RIs,409.8074181832477
LL-RIs,405.9690291740325
LL-RIs,373.15481726866284
LL-RIs,420.48190275011353
LL-RIs,410.6261541403087
LL-RIs,374.3596243007166
LL-RIs,405.6900931397016
LL-RIs,404.6926650374365
LL-RIs,402.7017440296984
LL-RIs,418.87822780144444
LL-RIs,409.7899260552144
LL-RIs,415.3659427548747
LL-RIs,400.0925365951561
LL-RIs,421.50735609075815
LL-RIs,408.5141708980867
LL-RIs,432.47022131666347
LL-RIs,409.4872968235922
LL-RIs,369.8179649355744
LL-RIs,421.5898897752683
LL-RIs,409.08530520614926
LL-RIs,381.8232736436443
LL-RIs,424.1264715873202
LL-RIs,392.9967557369758
LL-RIs,406.10711797924614
LL-RIs,402.8671660604789
LL-RIs,403.76477695975296
LL-RIs,399.22445172244113
LL-RIs,467.83510615865
LL-RIs,379.200991626562
LL-RIs,422.51639531249697
LL-RIs,404.81535622418244
LL-RIs,368.18496036175264
LL-RIs,392.92061137227773
LL-RIs,415.0599748950503
LL-RIs,420.9603934885302
LL-RIs,414.4079145300037
LL-RIs,410.0006252806036
LL-RIs,428.0167187520151
LL-RIs,416.17146022345685
LL-RIs,418.63601757485134
LL-RIs,406.6081131872821
LL-RIs,409.13716052942186
LL-RIs,373.9469855620168
LL-RIs,362.69209930326065
LL-RIs,423.06007660855636
LL-RIs,391.0263925557456
LL-RIs,386.09989764998
LL-RIs,414.3817023546164
LL-RIs,430.0214294014136
LL-RIs,431.3077841941712
LL-RIs,443.3524838345219
LL-RIs,357.8432957138928
LL-RIs,405.4156691014025
LL-RIs,424.3582617057401
LL-RIs,393.80593356925044
LL-RIs,397.3894112305111
LL-RIs,380.73754761377955
LL-RIs,364.81415626064575
LL-RIs,356.0897118724968
LL-RIs,376.2001509778358
LL-RIs,380.1318910870564
LL-RIs,383.190864254878
LL-RIs,424.55504445238535
LL-RIs,378.42823563315966
LL-RIs,404.7692457363612
LL-RIs,381.4934215935426
LL-RIs,362.06972089430303
LL-RIs,389.2415518735741
LL-RIs,388.57022242509345
LL-RIs,414.4523796315812
LL-RIs,373.4314874111263
LL-RIs,377.7839096555907
LL-RIs,377.0768583170223
LL-RIs,404.31857222212244
LL-RIs,415.7141819710618
LL-RIs,377.7464514437709
LL-RIs,373.43212231644696
LL-RIs,396.30225935946606
LL-RIs,402.80654957345405
LL-RIs,405.56403163792396
LL-RIs,410.53921748491393
LL-RIs,369.3296012824954
LL-RIs,391.7765623031303
LL-RIs,356.2069197999017
LL-RIs,395.089615395941
LL-RIs,376.5615804341717
LL-RIs,412.7568993073947
LL-RIs,379.1465502815365
LL-RIs,420.02863131533275
LL-RIs,407.12940969897505
LL-RIs,400.70080994126664
LL-RIs,428.0432969053308
LL-RIs,419.7801038137755
LL-RIs,383.9071859867748
LL-RIs,394.66359039984764
LL-RIs,421.2408495651486
LL-RIs,377.04435319761865
LL-RIs,405.1439484752466
LL-RIs,423.9115860921602
LL-RIs,407.6934488178608
LL-RIs,389.8777471950158
LL-RIs,406.383146050428
LL-RIs,401.5151654580991
LL-RIs,416.6475773317201
LL-RIs,373.16914850021277
LL-RIs,395.96214853114253
LL-RIs,430.8542161476293
LL-RIs,399.4745812576832
LL-RIs,414.5664958131848
LL-RIs,414.44065891142765
LL-RIs,392.42500701846814
LL-RIs,386.1513264052254
LL-RIs,449.9187656502471
LL-RIs,413.6018814620659
LL-RIs,382.8203703710544
LL-RIs,355.2470909925245
LL-RIs,401.57877014601263
LL-RIs,423.2708238128182
LL-RIs,396.8772874650126
LL-RIs,389.0848584241552
LL-RIs,438.8055302340023
LL-RIs,416.1992512455693
LL-RIs,416.62048850014855
LL-RIs,381.89181069922773
LL-RIs,438.3249250188398
LL-RIs,414.257937898597
LL-RIs,423.73193616814143
LL-RIs,411.6581503000785
LL-RIs,406.6113035836886
LL-RIs,412.992319614659
LL-RIs,417.38875807777123
LL-RIs,423.8593551450195
LL-RIs,405.53291290731283
LL-RIs,407.0143913455012
LL-RIs,414.4196226741067
LL-RIs,365.10342972576115
LL-RIs,419.38792647554766
LL-RIs,394.41007808257257
LL-RIs,407.47901841498333
LL-RIs,419.8568970285189
LL-RIs,395.01600284161833
LL-RIs,377.22660158377386
LL-RIs,410.15152638650557
LL-RIs,426.1906272622866
LL-RIs,386.69664535360107
LL-RIs,419.00781864259176
LL-RIs,396.5760666569026
LL-RIs,394.0274924551936
LL-RIs,370.80670012494255
LL-RIs,397.59436611520425
LL-RIs,402.32219819331004
LL-RIs,371.94972565275776
LL-RIs,431.7082407403718
LL-RIs,436.13420357155195
LL-RIs,376.30766788445294
LL-RIs,401.27283530278135
LL-RIs,427.8504817634084
LL-RIs,417.04279931796196
LL-RIs,430.8316494526764
LL-RIs,403.1975124359254
LL-RIs,381.3556415011756
LL-RIs,420.2949535132875
LL-RIs,363.91088979157615
LL-RIs,392.7355002080489
LL-RIs,424.6366702927595
LL-RIs,369.5274800327919
LL-RIs,420.81685359629415
LL-RIs,413.8381505256928
LL-RIs,402.5242624484627
LL-RIs,418.6702335957205
LL-RIs,364.61009743666585
LL-RIs,394.79796905602706
LL-RIs,448.16974468383563
LL-RIs,432.0002343695132
LL-RIs,419.8726977416658
LL-RIs,416.1779785446742
LL-RIs,376.0756366790105
LL-RIs,375.41778617925
LL-RIs,373.09675294609576
LL-RIs,375.27305467369376
LL-RIs,433.2473311672483
LL-RIs,387.32340823045996
LL-RIs,408.0585096205732
LL-RIs,409.09935783688576
LL-RIs,417.28406032333845
LL-RIs,420.5453541646067
LL-RIs,412.09233543687884
LL-RIs,421.613778165384
LL-RIs,397.11256849431
LL-RIs,387.08834212348864
LL-RIs,395.8672560174285
LL-RIs,402.22373686163695
LL-RIs,403.84867509297675
LL-RIs,412.28490334191235
LL-RIs,363.79289903889565
LL-RIs,386.23158516615973
LL-RIs,414.8214203795705
LL-RIs,423.5926613510519
LL-RIs,406.6588556765911
LL-RIs,387.1093361917262
LL-RIs,383.5876344408363
LL-RIs,403.3358255389115
LL-RIs,399.69744322279365
LL-RIs,425.51600700683156
LL-RIs,383.61800894131505
LL-RIs,412.0898558983861
LL-RIs,394.6122657697628
LL-RIs,466.32795499910816
LL-RIs,377.8907676018795
LL-RIs,431.7454631840769
LL-RIs,383.5784447856243
LL-RIs,410.5447601546477
LL-RIs,380.2614982194047
LL-RIs,397.52503969897026
LL-RIs,420.498631979508
LL-RIs,404.6723388360096
LL-RIs,404.26558386318044
LL-RIs,387.65586507198793
LL-RIs,416.93074934642203
LL-RIs,371.25964705008454
LL-RIs,423.54633845040377
LL-RIs,384.7650711575289
LL-RIs,443.848756841337
LL-RIs,416.09107494690124
LL-RIs,400.95735150075683
LL-RIs,381.2777858624482
LL-RIs,397.7443339906432
LL-RIs,411.8106442591335
LL-RIs,391.83828024630117
LL-RIs,417.52304922535967
LL-RIs,412.26665272042806
LL-RIs,411.9087851762562
LL-RIs,383.52674166974475
LL-RIs,397.4829532138756
LL-RIs,402.3302385071097
LL-RIs,420.16142271700187
LL-RIs,429.2238702169635
LL-RIs,371.2362191637132
LL-RIs,390.421304364401
LL-RIs,434.8048221452305
LL-RIs,388.8300167891057
LL-RIs,405.75679041004895
LL-RIs,411.64268660775963
LL-RIs,428.1832544316479
LL-RIs,391.1036300241424
LL-RIs,412.65019500199395
LL-RIs,411.5552289040426
LL-RIs,377.35692784219987
LL-RIs,388.4580150082347
LL-RIs,416.40394439576403
LL-RIs,413.4881843044006
LL-RIs,469.90622988493294
LL-RIs,399.99551085695083
LL-RIs,416.9801882856712
LL-RIs,413.9081586686589
LL-RIs,408.49195069521573
LL-RIs,400.06435007806317
LL-RIs,378.8746108278104
LL-RIs,417.18612824392807
LL-RIs,415.68769962911665
LL-RIs,399.84425860197945
LL-RIs,355.4791358270516
LL-RIs,381.0811457013079
LL-RIs,412.48430206042065
LL-RIs,376.35727773701177
LL-RIs,413.8518840159353
LL-RIs,377.1793827038403
LL-RIs,406.3628671159438
LL-RIs,398.1288727506666
LL-RIs,377.34966124195404
LL-RIs,394.7014162397596
LL-RIs,408.4014435758062
LL-RIs,375.58902142715067
LL-RIs,432.8328976178397
LL-RIs,433.2996710653733
LL-RIs,413.1217586900817
LL-RIs,426.28169910524326
LL-RIs,392.2564956902153
LL-RIs,385.6586007224563
LL-RIs,356.9993501447162
LL-RIs,435.81552296708816
LL-RIs,432.6461129977376
LL-RIs,401.6532683111163
LL-RIs,393.4744016064875
LL-RIs,399.13733443749123
LL-RIs,395.4202227195531
LL-RIs,411.2965435940462
LL-RIs,382.0955885754664
LL-RIs,399.45776110991136
LL-RIs,428.6738738287331
LL-RIs,419.64554248748334
LL-RIs,387.43566662231655
LL-RIs,354.30473487541616
LL-RIs,405.2423818615344
LL-RIs,423.21364050496845
LL-RIs,410.74197121966637
LL-RIs,414.6229112749987
LL-RIs,391.02652933443505
LL-RIs,437.69662203202563
LL-RIs,380.11218860320605
LL-RIs,373.49682470793977
LL-RIs,395.6473765793769
LL-RIs,379.86279599509453
LL-RIs,393.5180434623863
LL-RIs,360.91090918768407
LL-RIs,364.25307957939566
LL-RIs,438.64112579607496
LL-RIs,439.8572217239849
LL-RIs,382.09914021708727
LL-RIs,450.0273332005239
LL-RIs,410.4439386413268
LL-RIs,384.4934003439323
LL-RIs,412.7990365459702
LL-RIs,422.4370338737733
LL-RIs,399.5495111990205
LL-RIs,438.2147802080857
LL-RIs,396.7277757981925
LL-RIs,412.1473568074755
LL-RIs,416.158141265111
LL-RIs,414.5511656320353
LL-RIs,410.4295765943612
LL-RIs,408.497253806822
LL-RIs,402.94672651295105
LL-RIs,431.08237342244115
LL-RIs,383.64090587012777
LL-RIs,416.83458439000486
LL-RIs,407.47736745647046
LL-RIs,411.4882494549329
LL-RIs,394.18882915531685
LL-RIs,458.1761530382379
LL-RIs,404.7233344930561
LL-RIs,432.40701531583215
LL-RIs,380.3113374800253
LL-RIs,420.2007785592403
LL-RIs,404.44046415326795
LL-RIs,411.46349871189045
LL-RIs,410.8610152790356
LL-RIs,411.6468139691128
LL-RIs,393.7708720338805
LL-RIs,397.4521245617878
LL-RIs,416.65933590021564
LL-RIs,421.9649525747544
LL-RIs,371.2403382388768
LL-RIs,403.72437701958165
LL-RIs,378.320025668484
LL-RIs,420.18139031093295
LL-RIs,407.18128392903566
LL-RIs,416.0850281648448
LL-RIs,415.1935761935941
LL-RIs,411.9120314935858
LL-RIs,454.2373134300813
LL-RIs,367.18673098874535
LL-RIs,397.63500825392595
LL-RIs,426.9628138122156
LL-RIs,376.0767551333446
LL-RIs,355.0305343726565
LL-RIs,453.6950027240556
LL-RIs,408.4093433876256
LL-RIs,393.3123209833819
LL-RIs,414.5016112594334
LL-RIs,394.2571479310264
LL-RIs,365.24270099289214
LL-RIs,389.63150986584884
LL-RIs,393.6104265081839
LL-RIs,438.02989573019215
LL-RIs,376.397307957805
LL-RIs,409.8062753909748
LL-RIs,413.68783056710936
LL-RIs,382.2490030036654
LL-RIs,395.8997394985503
LL-RIs,418.4647952048253
LL-RIs,411.1042459728066
LL-RIs,355.59191410713163
LL-RIs,405.32384964552404
LL-RIs,411.49884692719195
LL-RIs,394.67622949343115
LL-RIs,367.0697987261946
LL-RIs,394.4664525269327
LL-RIs,419.3086254662153
LL-RIs,397.57555083530116
LL-RIs,354.3027113897497
LL-RIs,436.3961614258456
LL-RIs,376.8569543100052
LL-RIs,422.2218686349927
LL-RIs,419.44294628846336
LL-RIs,416.72910914902286
LL-RIs,387.649273943572
LL-RIs,410.5316788347546
LL-RIs,409.65899499962455
LL-RIs,412.28417313988217
LL-RIs,392.7481865376197
LL-RIs,425.84543145215724
LL-RIs,426.0067808146232
LL-RIs,408.50261603458813
LL-RIs,404.19006560184835
LL-RIs,391.54080651693545
LL-RIs,436.48926061888994
LL-RIs,419.01644042975573
LL-RIs,403.65732980379875
LL-RIs,417.6155639518856
LL-RIs,373.87331913426715
LL-RIs,395.4307006129718
LL-RIs,372.9106729813262
LL-RIs,404.063059872672
LL-RIs,418.4507654924485
LL-RIs,394.3301240989885
LL-RIs,395.68359489368163
LL-RIs,389.33340085102765
LL-RIs,398.4741249023598
LL-RIs,385.4479106057609
LL-RIs,394.41591484391205
LL-RIs,425.51427583197034
LL-RIs,376.8375535020333
LL-RIs,418.09354244355336
LL-RIs,399.85255025546826
LL-RIs,400.16548675768024
LL-RIs,436.85928117690486
LL-RIs,380.0935791051729
LL-RIs,383.64016291815517
LL-RIs,403.3212322204015
LL-RIs,409.2756872810146
LL-RIs,390.7600006105907
LL-RIs,387.3342029220398
LL-RIs,419.1030096041889
LL-RIs,424.5323385314671
LL-RIs,410.71127093284167
LL-RIs,415.5696713367968
LL-RIs,396.38521770499756
LL-RIs,429.25191501536375
LL-RIs,417.15805676525264
LL-RIs,385.91999005472735
LL-RIs,415.0317498194431
LL-RIs,369.8002704053456
LL-RIs,430.8148648062964
LL-RIs,404.66029961233374
LL-RIs,441.02499177603636
LL-RIs,391.8189203672268
LL-RIs,433.409800237483
LL-RIs,404.0549883081922
LL-RIs,349.993260440165
LL-RIs,444.0892950330715
LL-RIs,382.99574355324296
LL-RIs,442.2226558020432
LL-RIs,427.23429923514465
LL-RIs,357.22933112492393
LL-RIs,392.1760305451488
LL-RIs,409.18404114508047
LL-RIs,390.95583999457415
LL-RIs,398.6578121694209
LL-RIs,414.52635209878906
LL-RIs,377.2111032834903
LL-RIs,412.6169739803136
LL-RIs,415.7105644167877
LL-RIs,406.2012981943921
LL-RIs,411.6358016656745
LL-RIs,446.7967155727102
LL-RIs,411.91417871734905
LL-RIs,418.4487318450275
LL-RIs,422.4691574975021
LL-RIs,398.35893229555586
LL-RIs,441.0416566975871
LL-RIs,390.2401942366728
LL-RIs,369.87124808015005
LL-RIs,358.8475339425167
LL-RIs,415.8837380146626
LL-RIs,426.54614124115676
LL-RIs,438.505314459143
LL-RIs,373.6756615615838
LL-RIs,403.5926641793418
LL-RIs,404.54714461105846
LL-RIs,405.91253159632356
LL-RIs,400.1221938636592
LL-RIs,407.53014321301805
LL-RIs,449.07490087326295
LL-RIs,385.1000453307396
LL-RIs,438.3199528992083
LL-RIs,403.0320120324288
LL-RIs,394.7211165327602
LL-RIs,431.36936220735146
LL-RIs,383.265390276895
LL-RIs,423.1553519827442
LL-RIs,374.40302392758883
LL-RIs,414.12840725635556
LL-RIs,366.70517082053
LL-RIs,381.1277937177339
LL-RIs,401.92346087006234
LL-RIs,416.27198818466417
LL-RIs,394.0022174147386
LL-RIs,373.9251347317423
LL-RIs,398.98467883552877
LL-RIs,441.9573501559315
LL-RIs,394.4841431168179
LL-RIs,435.68863705760543
LL-RIs,456.6112717581217
LL-RIs,353.9809481038315
LL-RIs,408.6445268406171
LL-RIs,389.8816721038842
LL-RIs,412.0322097068443
LL-RIs,409.58054463770867
LL-RIs,410.8339575719298
LL-RIs,390.5944625617448
LL-RIs,416.8837839146033
LL-RIs,371.75843926827946
