bin,coverage,motif,group,region
57,0.1715884734460586,G4_2t_short,Spliced,core
58,0.1790902595856156,G4_2t_short,Spliced,core
59,0.1850440581090736,G4_2t_short,Spliced,core
60,0.17956656346749225,G4_2t_short,Spliced,core
61,0.17956656346749225,G4_2t_short,Spliced,core
62,0.17694689211717077,G4_2t_short,Spliced,core
63,0.1750416765896642,G4_2t_short,Spliced,core
64,0.1698023338890212,G4_2t_short,Spliced,core
65,0.17146939747558942,G4_2t_short,Spliced,core
66,0.17849487973326983,G4_2t_short,Spliced,core
67,0.17051678971183615,G4_2t_short,Spliced,core
68,0.17075494165277447,G4_2t_short,Spliced,core
69,0.16027625625148845,G4_2t_short,Spliced,core
70,0.16587282686353894,G4_2t_short,Spliced,core
71,0.16634913074541557,G4_2t_short,Spliced,core
72,0.16944510597761372,G4_2t_short,Spliced,core
73,0.17051678971183615,G4_2t_short,Spliced,core
74,0.16444391521790902,G4_2t_short,Spliced,core
75,0.16563467492260062,G4_2t_short,Spliced,core
76,0.17539890450107168,G4_2t_short,Spliced,core
77,0.17635151226482496,G4_2t_short,Spliced,core
78,0.16515837104072398,G4_2t_short,Spliced,core
79,0.1659919028340081,G4_2t_short,Spliced,core
80,0.1659919028340081,G4_2t_short,Spliced,core
81,0.16027625625148845,G4_2t_short,Spliced,core
82,0.16241962371993332,G4_2t_short,Spliced,core
83,0.15801381281257443,G4_2t_short,Spliced,core
84,0.15741843296022862,G4_2t_short,Spliced,core
85,0.15503691355084545,G4_2t_short,Spliced,core
86,0.15503691355084545,G4_2t_short,Spliced,core
87,0.16384853536556324,G4_2t_short,Spliced,core
88,0.16444391521790902,G4_2t_short,Spliced,core
89,0.15527506549178377,G4_2t_short,Spliced,core
90,0.1519409383186473,G4_2t_short,Spliced,core
91,0.14848773517504169,G4_2t_short,Spliced,core
92,0.15051202667301739,G4_2t_short,Spliced,core
93,0.14908311502738747,G4_2t_short,Spliced,core
94,0.1475351274112884,G4_2t_short,Spliced,core
95,0.14920219099785664,G4_2t_short,Spliced,core
96,0.1396761133603239,G4_2t_short,Spliced,core
97,0.1461062157656585,G4_2t_short,Spliced,core
98,0.14324839247439866,G4_2t_short,Spliced,core
99,0.13598475827577994,G4_2t_short,Spliced,core
100,0.1393188854489164,G4_2t_short,Spliced,core
101,0.1358656823053108,G4_2t_short,Spliced,core
102,0.14181948082876875,G4_2t_short,Spliced,core
103,0.1338413908073351,G4_2t_short,Spliced,core
104,0.14062872112407715,G4_2t_short,Spliced,core
105,0.13205525125029768,G4_2t_short,Spliced,core
106,0.12538699690402477,G4_2t_short,Spliced,core
107,0.13003095975232198,G4_2t_short,Spliced,core
108,0.1232436294355799,G4_2t_short,Spliced,core
109,0.12717313646106215,G4_2t_short,Spliced,core
110,0.12395808525839486,G4_2t_short,Spliced,core
111,0.12217194570135746,G4_2t_short,Spliced,core
112,0.1238390092879257,G4_2t_short,Spliced,core
113,0.1141938556799238,G4_2t_short,Spliced,core
114,0.10502500595379852,G4_2t_short,Spliced,core
115,0.10359609430816862,G4_2t_short,Spliced,core
116,0.10323886639676114,G4_2t_short,Spliced,core
117,0.09764229578471065,G4_2t_short,Spliced,core
118,0.08930697785186949,G4_2t_short,Spliced,core
119,0.08478209097404144,G4_2t_short,Spliced,core
120,0.07430340557275542,G4_2t_short,Spliced,right
121,0.07632769707073113,G4_2t_short,Spliced,right
122,0.08001905215527506,G4_2t_short,Spliced,right
123,0.0816861157418433,G4_2t_short,Spliced,right
124,0.08835437008811622,G4_2t_short,Spliced,right
125,0.09145034532031436,G4_2t_short,Spliced,right
126,0.09466539652298166,G4_2t_short,Spliced,right
127,0.09704691593236485,G4_2t_short,Spliced,right
128,0.09752321981424149,G4_2t_short,Spliced,right
129,0.09633246010954989,G4_2t_short,Spliced,right
130,0.09526077637532746,G4_2t_short,Spliced,right
131,0.09347463681829007,G4_2t_short,Spliced,right
132,0.09002143367468445,G4_2t_short,Spliced,right
133,0.08644915456060967,G4_2t_short,Spliced,right
134,0.08061443200762086,G4_2t_short,Spliced,right
135,0.07597046915932365,G4_2t_short,Spliced,right
136,0.06656346749226007,G4_2t_short,Spliced,right
137,0.06191950464396285,G4_2t_short,Spliced,right
138,0.053226958799714216,G4_2t_short,Spliced,right
139,0.031078828292450584,G4_2t_short,Spliced,right
0,0.006549178375803763,G4_2t_long,Spliced,left
1,0.010835913312693499,G4_2t_long,Spliced,left
2,0.015241724220052393,G4_2t_long,Spliced,left
3,0.019647535127411287,G4_2t_long,Spliced,left
4,0.028935460824005714,G4_2t_long,Spliced,left
5,0.034174803524648724,G4_2t_long,Spliced,left
6,0.03881876637294594,G4_2t_long,Spliced,left
7,0.04155751369373661,G4_2t_long,Spliced,left
8,0.04715408430578709,G4_2t_long,Spliced,left
9,0.053226958799714216,G4_2t_long,Spliced,left
10,0.06108597285067873,G4_2t_long,Spliced,left
11,0.06299118837818528,G4_2t_long,Spliced,left
12,0.06787330316742081,G4_2t_long,Spliced,left
13,0.07335079780900214,G4_2t_long,Spliced,left
14,0.08918790188140033,G4_2t_long,Spliced,left
15,0.09752321981424149,G4_2t_long,Spliced,left
16,0.10407239819004525,G4_2t_long,Spliced,left
17,0.10693022148130507,G4_2t_long,Spliced,left
18,0.11109788044772564,G4_2t_long,Spliced,left
19,0.1527744701119314,G4_2t_long,Spliced,left
20,0.21981424148606812,G4_2t_long,Spliced,core
21,0.18575851393188855,G4_2t_long,Spliced,core
22,0.1700404858299595,G4_2t_long,Spliced,core
23,0.1618242438675875,G4_2t_long,Spliced,core
24,0.15444153369849964,G4_2t_long,Spliced,core
25,0.15170278637770898,G4_2t_long,Spliced,core
26,0.153965229816623,G4_2t_long,Spliced,core
27,0.15991902834008098,G4_2t_long,Spliced,core
28,0.15360800190521554,G4_2t_long,Spliced,core
29,0.15063110264348653,G4_2t_long,Spliced,core
30,0.1437246963562753,G4_2t_long,Spliced,core
31,0.14098594903548464,G4_2t_long,Spliced,core
32,0.13777089783281735,G4_2t_long,Spliced,core
33,0.13538937842343415,G4_2t_long,Spliced,core
34,0.1366992140985949,G4_2t_long,Spliced,core
35,0.1399142653012622,G4_2t_long,Spliced,core
36,0.14039056918313883,G4_2t_long,Spliced,core
37,0.1355084543939033,G4_2t_long,Spliced,core
38,0.13836627768516313,G4_2t_long,Spliced,core
39,0.13527030245296498,G4_2t_long,Spliced,core
40,0.13527030245296498,G4_2t_long,Spliced,core
41,0.12860204810669207,G4_2t_long,Spliced,core
42,0.13396046677780424,G4_2t_long,Spliced,core
43,0.13134079542748273,G4_2t_long,Spliced,core
44,0.1252679209335556,G4_2t_long,Spliced,core
45,0.12693498452012383,G4_2t_long,Spliced,core
46,0.12919742795903785,G4_2t_long,Spliced,core
47,0.12943557989997617,G4_2t_long,Spliced,core
48,0.12633960466777805,G4_2t_long,Spliced,core
49,0.12836389616575375,G4_2t_long,Spliced,core
50,0.12669683257918551,G4_2t_long,Spliced,core
51,0.1268159085496547,G4_2t_long,Spliced,core
52,0.12288640152417242,G4_2t_long,Spliced,core
53,0.1194331983805668,G4_2t_long,Spliced,core
54,0.12026673017385092,G4_2t_long,Spliced,core
55,0.12133841390807334,G4_2t_long,Spliced,core
56,0.1200285782329126,G4_2t_long,Spliced,core
57,0.11586091926649202,G4_2t_long,Spliced,core
58,0.11336032388663968,G4_2t_long,Spliced,core
59,0.11728983091212193,G4_2t_long,Spliced,core
60,0.11907597046915933,G4_2t_long,Spliced,core
61,0.12812574422481543,G4_2t_long,Spliced,core
62,0.12026673017385092,G4_2t_long,Spliced,core
63,0.11657537508930697,G4_2t_long,Spliced,core
64,0.11383662776851632,G4_2t_long,Spliced,core
65,0.11693260300071445,G4_2t_long,Spliced,core
66,0.11788521076446773,G4_2t_long,Spliced,core
67,0.11264586806382472,G4_2t_long,Spliced,core
68,0.11014527268397238,G4_2t_long,Spliced,core
69,0.11586091926649202,G4_2t_long,Spliced,core
70,0.11109788044772564,G4_2t_long,Spliced,core
71,0.11026434865444153,G4_2t_long,Spliced,core
72,0.11133603238866396,G4_2t_long,Spliced,core
73,0.10633484162895927,G4_2t_long,Spliced,core
74,0.10526315789473684,G4_2t_long,Spliced,core
75,0.1027625625148845,G4_2t_long,Spliced,core
76,0.10526315789473684,G4_2t_long,Spliced,core
77,0.10169087878066206,G4_2t_long,Spliced,core
78,0.1015718028101929,G4_2t_long,Spliced,core
79,0.09859490354846392,G4_2t_long,Spliced,core
80,0.09954751131221719,G4_2t_long,Spliced,core
81,0.09728506787330317,G4_2t_long,Spliced,core
82,0.09561800428673493,G4_2t_long,Spliced,core
83,0.09430816861157418,G4_2t_long,Spliced,core
84,0.09442724458204334,G4_2t_long,Spliced,core
85,0.09180757323172184,G4_2t_long,Spliced,core
86,0.09359371278875923,G4_2t_long,Spliced,core
87,0.09645153608001905,G4_2t_long,Spliced,core
88,0.09383186472969755,G4_2t_long,Spliced,core
89,0.0913312693498452,G4_2t_long,Spliced,core
90,0.08894974994046201,G4_2t_long,Spliced,core
91,0.08942605382233865,G4_2t_long,Spliced,core
92,0.08918790188140033,G4_2t_long,Spliced,core
93,0.08883067396999285,G4_2t_long,Spliced,core
94,0.0881162181471779,G4_2t_long,Spliced,core
95,0.08621100261967135,G4_2t_long,Spliced,core
96,0.08716361038342463,G4_2t_long,Spliced,core
97,0.08418671112169564,G4_2t_long,Spliced,core
98,0.08132888783043582,G4_2t_long,Spliced,core
99,0.08085258394855918,G4_2t_long,Spliced,core
100,0.07954274827339843,G4_2t_long,Spliced,core
101,0.07751845677542273,G4_2t_long,Spliced,core
102,0.07823291259823767,G4_2t_long,Spliced,core
103,0.07644677304120029,G4_2t_long,Spliced,core
104,0.07585139318885449,G4_2t_long,Spliced,core
105,0.07549416527744701,G4_2t_long,Spliced,core
106,0.07549416527744701,G4_2t_long,Spliced,core
107,0.07525601333650869,G4_2t_long,Spliced,core
108,0.07013574660633484,G4_2t_long,Spliced,core
109,0.06834960704929745,G4_2t_long,Spliced,core
110,0.06620623958085259,G4_2t_long,Spliced,core
111,0.06287211240771612,G4_2t_long,Spliced,core
112,0.06477732793522267,G4_2t_long,Spliced,core
113,0.06120504882114789,G4_2t_long,Spliced,core
114,0.05703738985472732,G4_2t_long,Spliced,core
115,0.05310788282924506,G4_2t_long,Spliced,core
116,0.05191712312455347,G4_2t_long,Spliced,core
117,0.04715408430578709,G4_2t_long,Spliced,core
118,0.04501071683734222,G4_2t_long,Spliced,core
119,0.03881876637294594,G4_2t_long,Spliced,core
120,0.025839485591807574,G4_2t_long,Spliced,right
121,0.027030245296499167,G4_2t_long,Spliced,right
122,0.031078828292450584,G4_2t_long,Spliced,right
123,0.03334127173136461,G4_2t_long,Spliced,right
124,0.03584186711121696,G4_2t_long,Spliced,right
125,0.03596094308168612,G4_2t_long,Spliced,right
126,0.03560371517027864,G4_2t_long,Spliced,right
127,0.03524648725887116,G4_2t_long,Spliced,right
