class_ir,delta
Retained,0.33963506352823564
Retained,0.3845666544447657
Retained,0.367911013415803
Retained,0.38426686355144074
Retained,0.40420465335229155
Retained,0.351723009113869
Retained,0.4303944328862855
Retained,0.36680501421421485
Retained,0.4224547763560368
Retained,0.4180114228600235
Retained,0.3905741494379016
Retained,0.3679883274409964
Retained,0.3894204429004104
Retained,0.3727446643472151
Retained,0.38451519001843326
Retained,0.4134548981390943
Retained,0.38959924948347924
Retained,0.37950286484939816
Retained,0.39425303863955025
Retained,0.3871343971679906
Retained,0.39936002896516065
Retained,0.40795596430957076
Retained,0.38300140245109643
Retained,0.37534949654030375
Retained,0.3973356310460124
Retained,0.42420957222925015
Retained,0.392009524314162
Retained,0.43775686745288944
Retained,0.38160343299455013
Retained,0.423217563552283
Retained,0.3678300552366263
Retained,0.432673955176316
Retained,0.3791398379444314
Retained,0.4016789926585552
Retained,0.41925810584812184
Retained,0.37346782195719563
Retained,0.3804540422300989
Retained,0.38748949724916587
Retained,0.37815064335532794
Retained,0.3605204334762673
Retained,0.3700639161613198
Retained,0.41127490164069397
Retained,0.3679033532924933
Retained,0.38332902014902476
Retained,0.38237486226951306
Retained,0.34428789914176317
Retained,0.34329862239506337
Retained,0.3822406926943437
Retained,0.39554090339956066
Retained,0.3625209534681824
Retained,0.43308222357697423
Retained,0.3882089781605879
Retained,0.3995704226288243
Retained,0.3943285444558321
Retained,0.3933886344192098
Retained,0.4023403351070009
Retained,0.40197943441284034
Retained,0.4016146795243105
Retained,0.4203862136523117
Retained,0.40873146650459025
Retained,0.4036357529270267
Retained,0.4216740750762058
Retained,0.4057914095973315
Retained,0.41090402503130335
Retained,0.4181212316496511
Retained,0.37104665001160325
Retained,0.40368853758184475
Retained,0.4116249971815978
Retained,0.3692606036343857
Retained,0.4042561389415595
Retained,0.3245961118272633
Retained,0.3752068843237596
Retained,0.3811313519971139
Retained,0.4083942091460569
Retained,0.39343180707188175
Retained,0.41070536079637243
Retained,0.38042736277881667
Retained,0.379483515841624
Retained,0.3944815915247839
Retained,0.39459260160914794
Retained,0.37448841882028766
Retained,0.39968208607654165
Retained,0.394694156407483
Retained,0.39847915506254317
Retained,0.3909822414182467
Retained,0.39924862926503096
Retained,0.42433042061933257
Retained,0.3813844572517597
Retained,0.36829603838183866
Retained,0.43036131242503645
Retained,0.36173948228831815
Retained,0.3509805131785232
Retained,0.3967326065610192
Retained,0.40992039873114294
Retained,0.40777696129245383
Retained,0.38817148787451844
Retained,0.40163602932337505
Retained,0.3796345186391789
Retained,0.4125482158390159
Retained,0.40682953088126567
Retained,0.4112465262465882
Retained,0.3844031291262859
Retained,0.4019130490788789
Retained,0.4160271099577772
Retained,0.349711733554238
Retained,0.3982491200506153
Retained,0.36296394208614996
Retained,0.42528509284114435
Retained,0.3576603836130541
Retained,0.39016565383494967
Retained,0.4045230040395188
Retained,0.3979164401497114
Retained,0.3582338931681109
Retained,0.3629945404206719
Retained,0.42654625704671745
Retained,0.38816290994071323
Retained,0.391459060288371
Retained,0.3821604996212624
Retained,0.40086841095267267
Retained,0.3468787483527463
Retained,0.3743003734528597
Retained,0.4121412553187452
Retained,0.40480539281995415
Retained,0.379510979642834
Retained,0.4104304855220912
Retained,0.35729729891189654
Retained,0.4056190351662031
Retained,0.4075861588510788
Retained,0.3722424309106796
Retained,0.38814884810344785
Retained,0.3744001893026041
Retained,0.36835686724850675
Retained,0.3964084173001469
Retained,0.3629558903880672
Retained,0.37863922678594036
Retained,0.3868603135485843
Retained,0.3663256063927619
Retained,0.4011757052584722
Retained,0.3680303556127532
Retained,0.3974932800525414
Retained,0.38277925677709845
Retained,0.3782852115650812
Retained,0.4085520582584602
Retained,0.40092364387050655
Retained,0.34363530878930004
Retained,0.3875387285147882
Retained,0.37933840368297017
Retained,0.35118265739749616
Retained,0.3900652352691166
Retained,0.3904293927782623
Retained,0.37933631510334737
Retained,0.3760306447118992
Retained,0.3868496565468488
Retained,0.35775969207456815
Retained,0.3711387603852999
Retained,0.3770929051153609
Retained,0.40008656195737563
Retained,0.43694113890055486
Retained,0.375253305202565
Retained,0.388485069957168
Retained,0.4024782136656704
Retained,0.39301528360235777
Retained,0.4218393774245659
Retained,0.3749969952758866
Retained,0.3777105865849149
Retained,0.3950145839628115
Retained,0.43314231150412347
Retained,0.3594138260439835
Retained,0.40196562935535785
Retained,0.3758027447947096
Retained,0.39251201007340936
Retained,0.38847643975383545
Retained,0.3572537077330013
Retained,0.38317511238016627
Retained,0.3632621925362486
Retained,0.39572849344935596
Retained,0.42190513301729443
Retained,0.385795102319376
Retained,0.39623358129996766
Retained,0.38879365173030334
Retained,0.3746100741336872
Retained,0.3770090048236692
Retained,0.37693383232929706
Retained,0.39902579535795585
Retained,0.3849491435357974
Retained,0.4180770112083322
Retained,0.38539003237744685
Retained,0.35932774311122545
Retained,0.4065142549666053
Retained,0.3897567740458502
Retained,0.4050886094894748
Retained,0.37226391915173496
Retained,0.3726886485105002
Retained,0.40428585465294836
Retained,0.36421384476311414
Retained,0.41206767714335335
Retained,0.3857555538381381
Retained,0.38849900127708764
Retained,0.37919495268259773
Retained,0.40624458363316096
Retained,0.36880634955685715
Retained,0.3616765804097057
Retained,0.42664430908453477
